Centerline_X,Centerline_Y,Centerline_Z,CrossCenter_X,CrossCenter_Y,CrossCenter_Z,Length,Tortuosity,MaximumInscribedSphereRadius,Curvature,Torsion,EdgePCoordArray,EdgeArray_0,EdgeArray_1,FrenetTangent_X,FrenetTangent_Y,FrenetTangent_Z,FrenetNormal_X,FrenetNormal_Y,FrenetNormal_Z,FrenetBinormal_X,FrenetBinormal_Y,FrenetBinormal_Z,CenterlineSectionArea,CenterlineSectionMinSize,CenterlineSectionMaxSize,CenterlineSectionShape,CenterlineSectionClosed
381.5949401855469,336.4638977050781,-143.36297607421875,383.8595024764544,334.04522553205277,-143.22939502921525,0.0,1.0,6.070315679028409,0.0,0.0,,,,-0.28680103734516066,-0.21899755904477564,0.9326227716017713,-0.3751492323769549,-0.8700959210235505,-0.3196813126617834,0.8814806965695399,-0.44155764895493477,0.16738764657127284,55.478165734409274,0.0,14.196626173022917,0.0,1
381.16375732421875,336.137939453125,-141.95217895507812,380.2337251253085,332.95956826083375,-141.44154975361505,1.5107997727346045,1.0,6.070315679028409,0.005068843381858231,0.0,,,,-0.28680103734516066,-0.21899755904477564,0.9326227716017713,-0.3751492323769549,-0.8700959210235505,-0.3196813126617834,0.8814806965695399,-0.44155764895493477,0.16738764657127284,318.6910917458736,20.65031881181887,20.89637992817441,0.988224701254413,1
380.73974609375,335.8108825683594,-140.58204650878906,379.41428837302374,333.2541041880322,-140.16707804852555,2.9818587959591216,1.0000071376790969,6.392881287684066,0.01009015450190788,-0.022495526979065088,,,,-0.2909903969459033,-0.22841227376883702,0.9290599668896596,-0.38838951362806823,-0.8592621692699255,-0.33289954966219865,0.8743444256064187,-0.45770772077089966,0.16132410780069378,462.3960345934978,22.511324593770734,23.29715625758009,0.966269202338647,1
380.32763671875,335.48162841796875,-139.28265380859375,380.13356784117616,334.22562170306674,-138.27253381021185,4.38423671286783,1.0000413815227442,7.664565562798016,0.016066261332937832,-0.030460398310921576,,,,-0.29824638414521465,-0.24365529052282178,0.9228657506617874,-0.413206901366935,-0.8386128627605641,-0.35494862033154523,0.8604121983137158,-0.4871966397798435,0.14943320641740987,603.7424539971817,24.669242687881997,30.0026757352627,0.822234753511927,1
379.9292907714844,335.1487731933594,-138.07424926757812,382.0689342978714,335.7555544342897,-135.74893990628442,5.699422490239183,1.0001361747425932,7.694868665815638,0.02290280985613315,-0.03745988824350341,,,,-0.3090903556357349,-0.26444290121241393,0.9135278343057405,-0.44197804096743154,-0.8105896057718817,-0.3841873271168336,0.8420917784633491,-0.522507840144956,0.13366747409705426,762.9664789899815,27.880992835752068,36.46775413547341,0.7645382474658972,1
379.5438232421875,334.81103515625,-136.966064453125,382.3112269951815,336.21532749233285,-134.1090956768811,6.920375307033197,1.000335099594725,8.454068684651343,0.030265742568602132,-0.04464163510405605,,,,-0.32383499043675595,-0.28990360740639093,0.9006035739333856,-0.4726991285774611,-0.7749989843132404,-0.419442616046051,0.819564782558972,-0.5615447201480992,0.11393460608111043,833.914824793092,31.102212314382516,39.69153383534176,0.7835981457256957,1
379.1682434082031,334.46746826171875,-135.95773315429688,382.60865827705527,335.17062884863515,-133.0115239050804,8.049901947228102,1.0006851914286354,8.465189628133038,0.03725753770735084,-0.048052494277086445,,,,-0.3424153230943849,-0.3184958840149065,0.8839186152444868,-0.5044281283827907,-0.7313854702364747,-0.45894177977517536,0.7926562999222316,-0.6030221105337134,0.08977930942629946,865.3907668823947,31.155380592904244,40.928381260197426,0.7612170243146812,1
378.79852294921875,334.1177978515625,-135.04212951660156,381.3082281133253,335.36869657507873,-132.16392216044903,9.097419314574031,1.0012251176645304,8.84162816625937,0.042447953402248995,-0.04806406794732889,,,,-0.3640286465302195,-0.3480780829574135,0.8639009160025637,-0.5306874260446529,-0.6847345173716637,-0.4995092557279553,0.7654110009292246,-0.6402970317629832,0.06454231768410283,866.3453624108653,31.023342363215548,40.28625842339706,0.7700725651205701,1
378.4313659667969,333.76287841796875,-134.20899963378906,380.7673905952853,333.38910658914006,-132.09635159669924,10.074597627738427,1.0019690290028098,9.504136860483257,0.0453412670066073,-0.043872272305120086,,,,-0.38726014801059516,-0.3765454403581281,0.8415718086463657,-0.5505848458943589,-0.6377073318663055,-0.5386888585774192,0.7395173461348267,-0.6719694116769461,0.03963842247418371,848.7057267488673,30.860821025079915,39.07111412164282,0.7898628364934456,1
378.0650329589844,333.40460205078125,-133.44815063476562,379.76940977681807,333.54523692358225,-131.35915378703908,10.99190511555971,1.0029039605848182,10.269287841063989,0.04559169610135821,-0.03476719522294575,,,,-0.41049822548040593,-0.4023773507359271,0.8182809263890821,-0.5616650488108026,-0.5953606955311584,-0.5745241641228106,0.7183478125683941,-0.6954409463292998,0.018393214694864806,826.432877112833,30.797599094868133,37.7566970506152,0.815685732615383,1
